item_id,annotator_pair,model,dataset,prompt_type,config_n,config_k,run_id,query_index_within_episode,condition,model_short,stratum,ann1_TG,ann2_TG,mean_TG,ann1_HF,ann2_HF,mean_HF,ann1_CC,ann2_CC,mean_CC,ann1_CP,ann2_CP,mean_CP,ann1_Cn,ann2_Cn,mean_Cn,ann1_S,ann2_S,mean_S,ann1_LD,ann2_LD,mean_LD,ann1_IF,ann2_IF,mean_IF,ann1_LC,ann2_LC,mean_LC,textual_groundedness,hallucination_free,concept_counting,comprehensibility,conciseness,specificity,discriminativeness,instruction_following,logical_coherence
75,leticia_nico,meta-llama/llama-4-scout,cifar10,features,3,1,0,2,E3,Llama-4-Scout,E3_Llama-4-Scout_cifar10,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,4,4.5,5,5,5.0,5,5,5.0,5,5,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0
76,leticia_nico,meta-llama/llama-4-scout,dtd,features,4,5,1,1,E3,Llama-4-Scout,E3_Llama-4-Scout_dtd,5,5,5.0,4,5,4.5,5,5,5.0,5,5,5.0,5,5,5.0,5,4,4.5,5,3,4.0,5,5,5.0,2,1,1.5,2.0,5.0,5.0,5.0,5.0,4.0,1.0,3.0,3.0
77,leticia_nico,meta-llama/llama-4-scout,dtd,features,4,1,1,0,E3,Llama-4-Scout,E3_Llama-4-Scout_dtd,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,3,4.0,5,5,5.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,5.0
78,leticia_nico,meta-llama/llama-4-scout,dtd,features,3,1,3,0,E3,Llama-4-Scout,E3_Llama-4-Scout_dtd,4,5,4.5,4,5,4.5,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,4.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0
79,leticia_nico,meta-llama/llama-4-scout,flowers,features,4,5,1,0,E3,Llama-4-Scout,E3_Llama-4-Scout_flowers,5,4,4.5,5,4,4.5,5,5,5.0,5,5,5.0,5,5,5.0,5,3,4.0,5,3,4.0,5,5,5.0,5,5,5.0,3.0,4.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0
80,leticia_nico,meta-llama/llama-4-scout,flowers,features,4,1,0,2,E3,Llama-4-Scout,E3_Llama-4-Scout_flowers,3,3,3.0,5,5,5.0,4,5,4.5,5,5,5.0,5,5,5.0,3,2,2.5,5,3,4.0,5,5,5.0,4,4,4.0,3.0,5.0,5.0,5.0,5.0,3.0,2.0,4.0,4.0
81,leticia_nico,meta-llama/llama-4-scout,flowers,features,3,5,0,2,E3,Llama-4-Scout,E3_Llama-4-Scout_flowers,5,3,4.0,5,5,5.0,4,5,4.5,5,5,5.0,5,5,5.0,3,3,3.0,5,5,5.0,5,5,5.0,4,5,4.5,4.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0
82,leticia_nico,meta-llama/llama-4-scout,pets,features,4,1,2,0,E3,Llama-4-Scout,E3_Llama-4-Scout_pets,5,4,4.5,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,3,4.0,5,5,5.0,5,5,5.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0
83,leticia_nico,meta-llama/llama-4-scout,pets,features,3,5,0,0,E3,Llama-4-Scout,E3_Llama-4-Scout_pets,5,4,4.5,4,5,4.5,4,5,4.5,5,5,5.0,5,5,5.0,4,5,4.5,5,5,5.0,5,5,5.0,5,5,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0
84,leticia_nico,meta-llama/llama-4-scout,pets,features,3,1,3,2,E3,Llama-4-Scout,E3_Llama-4-Scout_pets,5,3,4.0,5,3,4.0,4,5,4.5,5,5,5.0,5,5,5.0,5,5,5.0,3,2,2.5,5,5,5.0,5,4,4.5,2.0,4.0,5.0,5.0,5.0,3.0,2.0,5.0,4.0
85,leticia_nico,qwen/qwen3-vl-8b-instruct,cifar10,features,4,1,1,3,E3,Qwen3-VL-8B,E3_Qwen3-VL-8B_cifar10,4,2,3.0,3,2,2.5,4,2,3.0,5,5,5.0,5,5,5.0,3,3,3.0,4,1,2.5,5,5,5.0,4,3,3.5,2.0,3.0,1.0,5.0,5.0,3.0,1.0,4.0,4.0
86,leticia_nico,qwen/qwen3-vl-8b-instruct,cifar10,features,4,5,2,2,E3,Qwen3-VL-8B,E3_Qwen3-VL-8B_cifar10,5,4,4.5,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,4,4.5,5,3,4.0,5,5,5.0,5,5,5.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0
87,leticia_nico,qwen/qwen3-vl-8b-instruct,cifar10,features,4,5,2,0,E3,Qwen3-VL-8B,E3_Qwen3-VL-8B_cifar10,5,4,4.5,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0
88,leticia_nico,qwen/qwen3-vl-8b-instruct,dtd,features,4,5,1,1,E3,Qwen3-VL-8B,E3_Qwen3-VL-8B_dtd,3,2,2.5,4,5,4.5,3,5,4.0,5,4,4.5,5,5,5.0,2,1,1.5,5,3,4.0,5,5,5.0,4,1,2.5,2.0,5.0,5.0,4.0,5.0,1.0,1.0,5.0,3.0
89,leticia_nico,qwen/qwen3-vl-8b-instruct,dtd,features,4,5,1,0,E3,Qwen3-VL-8B,E3_Qwen3-VL-8B_dtd,4,5,4.5,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
90,leticia_nico,qwen/qwen3-vl-8b-instruct,dtd,features,3,1,3,1,E3,Qwen3-VL-8B,E3_Qwen3-VL-8B_dtd,5,3,4.0,5,5,5.0,5,5,5.0,5,5,5.0,5,4,4.5,4,5,4.5,4,5,4.5,5,5,5.0,5,5,5.0,2.0,5.0,1.0,5.0,5.0,4.0,3.0,5.0,5.0
91,leticia_nico,qwen/qwen3-vl-8b-instruct,flowers,features,4,1,2,0,E3,Qwen3-VL-8B,E3_Qwen3-VL-8B_flowers,5,4,4.5,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,4,4.5,5,5,5.0,5,5,5.0,5,5,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0
92,leticia_nico,qwen/qwen3-vl-8b-instruct,flowers,features,3,1,0,0,E3,Qwen3-VL-8B,E3_Qwen3-VL-8B_flowers,5,4,4.5,5,5,5.0,4,3,3.5,5,5,5.0,5,5,5.0,3,4,3.5,3,2,2.5,5,5,5.0,4,5,4.5,4.0,5.0,3.0,5.0,5.0,4.0,2.0,5.0,5.0
93,leticia_nico,qwen/qwen3-vl-8b-instruct,flowers,features,3,1,1,0,E3,Qwen3-VL-8B,E3_Qwen3-VL-8B_flowers,5,4,4.5,5,5,5.0,4,3,3.5,5,5,5.0,4,5,4.5,5,4,4.5,5,3,4.0,5,5,5.0,4,5,4.5,4.0,5.0,3.0,5.0,5.0,4.0,3.0,5.0,5.0
94,leticia_nico,qwen/qwen3-vl-8b-instruct,pets,features,4,1,2,1,E3,Qwen3-VL-8B,E3_Qwen3-VL-8B_pets,5,4,4.5,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,4,4.5,4,3,3.5,5,5,5.0,5,4,4.5,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0
95,leticia_nico,qwen/qwen3-vl-8b-instruct,pets,features,4,5,2,1,E3,Qwen3-VL-8B,E3_Qwen3-VL-8B_pets,5,4,4.5,5,5,5.0,4,5,4.5,5,5,5.0,5,5,5.0,5,4,4.5,5,4,4.5,5,5,5.0,5,5,5.0,3.0,5.0,5.0,5.0,5.0,3.0,2.0,4.0,5.0
96,leticia_nico,qwen/qwen3-vl-8b-instruct,pets,features,4,5,1,3,E3,Qwen3-VL-8B,E3_Qwen3-VL-8B_pets,5,2,3.5,5,5,5.0,3,5,4.0,5,5,5.0,5,5,5.0,3,2,2.5,3,2,2.5,5,3,4.0,3,4,3.5,2.0,5.0,5.0,5.0,5.0,3.0,2.0,3.0,4.0
97,leticia_nico,google/gemini-2.5-flash,cifar10,rulebased,4,1,1,3,E4,Gemini-2.5-Flash,E4_Gemini-2.5-Flash_cifar10,3,2,2.5,3,1,2.0,5,5,5.0,5,5,5.0,5,5,5.0,4,5,4.5,3,5,4.0,5,5,5.0,4,5,4.5,4.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0
98,leticia_nico,google/gemini-2.5-flash,cifar10,rulebased,2,1,3,0,E4,Gemini-2.5-Flash,E4_Gemini-2.5-Flash_cifar10,5,4,4.5,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
99,leticia_nico,google/gemini-2.5-flash,cifar10,rulebased,3,1,0,1,E4,Gemini-2.5-Flash,E4_Gemini-2.5-Flash_cifar10,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0
100,leticia_nico,google/gemini-2.5-flash,dtd,rulebased,4,1,2,1,E4,Gemini-2.5-Flash,E4_Gemini-2.5-Flash_dtd,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,3,3,3.0,5,5,5.0,5,2,3.5,5.0,5.0,4.0,5.0,5.0,5.0,2.0,5.0,2.0
101,leticia_nico,google/gemini-2.5-flash,dtd,rulebased,2,1,3,1,E4,Gemini-2.5-Flash,E4_Gemini-2.5-Flash_dtd,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
102,leticia_nico,google/gemini-2.5-flash,dtd,rulebased,2,5,5,0,E4,Gemini-2.5-Flash,E4_Gemini-2.5-Flash_dtd,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,4.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0
103,leticia_nico,google/gemini-2.5-flash,flowers,rulebased,2,1,4,1,E4,Gemini-2.5-Flash,E4_Gemini-2.5-Flash_flowers,5,4,4.5,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
104,leticia_nico,google/gemini-2.5-flash,flowers,rulebased,4,1,1,2,E4,Gemini-2.5-Flash,E4_Gemini-2.5-Flash_flowers,5,4,4.5,5,5,5.0,5,5,5.0,5,5,5.0,4,5,4.5,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
105,leticia_nico,google/gemini-2.5-flash,flowers,rulebased,4,5,0,0,E4,Gemini-2.5-Flash,E4_Gemini-2.5-Flash_flowers,5,4,4.5,5,5,5.0,4,5,4.5,5,5,5.0,4,5,4.5,5,4,4.5,5,5,5.0,5,5,5.0,5,5,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0
106,leticia_nico,google/gemini-2.5-flash,pets,rulebased,4,1,0,1,E4,Gemini-2.5-Flash,E4_Gemini-2.5-Flash_pets,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,4,4.5,5,5,5.0,5,5,5.0,5,5,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0
107,leticia_nico,google/gemini-2.5-flash,pets,rulebased,2,1,3,0,E4,Gemini-2.5-Flash,E4_Gemini-2.5-Flash_pets,5,4,4.5,5,5,5.0,5,5,5.0,5,5,5.0,3,5,4.0,5,3,4.0,5,5,5.0,5,4,4.5,5,5,5.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0
108,leticia_nico,google/gemini-2.5-flash,pets,rulebased,4,1,2,1,E4,Gemini-2.5-Flash,E4_Gemini-2.5-Flash_pets,5,3,4.0,5,3,4.0,5,5,5.0,5,5,5.0,5,5,5.0,5,4,4.5,5,3,4.0,5,5,5.0,5,1,3.0,3.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,4.0
109,leticia_nico,google/gemma-4-26b-a4b-it,cifar10,rulebased,4,1,2,0,E4,Gemma-4-26B,E4_Gemma-4-26B_cifar10,4,3,3.5,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,4,3,3.5,5,1,3.0,3,5,4.0,3,3,3.0,3.0,5.0,5.0,5.0,5.0,3.0,1.0,4.0,4.0
110,leticia_nico,google/gemma-4-26b-a4b-it,cifar10,rulebased,4,1,1,3,E4,Gemma-4-26B,E4_Gemma-4-26B_cifar10,5,3,4.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,4,4.5,5,5,5.0,5,5,5.0,3,5,4.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0
111,leticia_nico,google/gemma-4-26b-a4b-it,cifar10,rulebased,3,1,3,1,E4,Gemma-4-26B,E4_Gemma-4-26B_cifar10,5,3,4.0,5,5,5.0,5,5,5.0,4,4,4.0,3,2,2.5,5,4,4.5,5,3,4.0,4,2,3.0,4,2,3.0,4.0,5.0,5.0,4.0,3.0,4.0,3.0,2.0,2.0
112,leticia_nico,google/gemma-4-26b-a4b-it,dtd,rulebased,3,5,3,2,E4,Gemma-4-26B,E4_Gemma-4-26B_dtd,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
113,leticia_nico,google/gemma-4-26b-a4b-it,dtd,rulebased,4,5,2,2,E4,Gemma-4-26B,E4_Gemma-4-26B_dtd,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,4,5,4.5,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
114,leticia_nico,google/gemma-4-26b-a4b-it,dtd,rulebased,4,1,0,1,E4,Gemma-4-26B,E4_Gemma-4-26B_dtd,5,4,4.5,5,5,5.0,5,5,5.0,3,2,2.5,2,1,1.5,5,4,4.5,5,2,3.5,4,1,2.5,3,2,2.5,4.0,5.0,5.0,3.0,2.0,4.0,2.0,2.0,2.0
115,leticia_nico,google/gemma-4-26b-a4b-it,flowers,rulebased,3,5,3,1,E4,Gemma-4-26B,E4_Gemma-4-26B_flowers,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0
116,leticia_nico,google/gemma-4-26b-a4b-it,flowers,rulebased,2,5,2,0,E4,Gemma-4-26B,E4_Gemma-4-26B_flowers,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
117,leticia_nico,google/gemma-4-26b-a4b-it,flowers,rulebased,2,1,3,1,E4,Gemma-4-26B,E4_Gemma-4-26B_flowers,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
118,leticia_nico,google/gemma-4-26b-a4b-it,pets,rulebased,4,1,1,2,E4,Gemma-4-26B,E4_Gemma-4-26B_pets,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0
119,leticia_nico,google/gemma-4-26b-a4b-it,pets,rulebased,4,1,2,0,E4,Gemma-4-26B,E4_Gemma-4-26B_pets,5,3,4.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0
120,leticia_nico,google/gemma-4-26b-a4b-it,pets,rulebased,4,1,2,3,E4,Gemma-4-26B,E4_Gemma-4-26B_pets,5,4,4.5,5,5,5.0,4,5,4.5,5,5,5.0,5,5,5.0,3,4,3.5,5,3,4.0,5,5,5.0,4,4,4.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0
121,leticia_nico,meta-llama/llama-4-scout,cifar10,rulebased,3,1,0,2,E4,Llama-4-Scout,E4_Llama-4-Scout_cifar10,1,2,1.5,3,5,4.0,5,5,5.0,5,5,5.0,5,5,5.0,5,2,3.5,3,3,3.0,5,3,4.0,1,3,2.0,2.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0
122,leticia_nico,meta-llama/llama-4-scout,cifar10,rulebased,2,5,3,0,E4,Llama-4-Scout,E4_Llama-4-Scout_cifar10,5,3,4.0,3,5,4.0,5,5,5.0,5,4,4.5,5,5,5.0,5,4,4.5,5,4,4.5,5,2,3.5,1,2,1.5,3.0,5.0,5.0,4.0,5.0,4.0,4.0,2.0,2.0
123,leticia_nico,meta-llama/llama-4-scout,cifar10,rulebased,2,1,3,1,E4,Llama-4-Scout,E4_Llama-4-Scout_cifar10,3,2,2.5,4,5,4.5,2,5,3.5,2,4,3.0,5,5,5.0,3,2,2.5,3,1,2.0,5,3,4.0,2,2,2.0,2.0,5.0,1.0,4.0,5.0,2.0,1.0,3.0,2.0
124,leticia_nico,meta-llama/llama-4-scout,dtd,rulebased,3,5,1,2,E4,Llama-4-Scout,E4_Llama-4-Scout_dtd,5,3,4.0,5,5,5.0,4,5,4.5,5,5,5.0,5,5,5.0,5,4,4.5,4,2,3.0,5,3,4.0,4,4,4.0,3.0,5.0,5.0,5.0,5.0,4.0,2.0,3.0,4.0
125,leticia_nico,meta-llama/llama-4-scout,dtd,rulebased,3,1,0,1,E4,Llama-4-Scout,E4_Llama-4-Scout_dtd,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,4.0,5.0,1.0,5.0,5.0,4.0,5.0,5.0,5.0
126,leticia_nico,meta-llama/llama-4-scout,dtd,rulebased,3,5,0,0,E4,Llama-4-Scout,E4_Llama-4-Scout_dtd,5,2,3.5,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,3,4.0,5,4,4.5,5,4,4.5,5,5,5.0,2.0,5.0,1.0,5.0,5.0,3.0,4.0,4.0,5.0
127,leticia_nico,meta-llama/llama-4-scout,flowers,rulebased,3,1,1,2,E4,Llama-4-Scout,E4_Llama-4-Scout_flowers,5,3,4.0,5,5,5.0,3,5,4.0,5,5,5.0,5,5,5.0,5,5,5.0,3,2,2.5,5,5,5.0,5,3,4.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,4.0
128,leticia_nico,meta-llama/llama-4-scout,flowers,rulebased,3,5,3,1,E4,Llama-4-Scout,E4_Llama-4-Scout_flowers,5,4,4.5,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,4,4,4.0,4,2,3.0,5,5,5.0,5,5,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,5.0,5.0
129,carmen_nico,meta-llama/llama-4-scout,flowers,rulebased,4,1,1,2,E4,Llama-4-Scout,E4_Llama-4-Scout_flowers,3,3,3.0,5,5,5.0,2,5,3.5,5,5,5.0,5,5,5.0,2,3,2.5,2,5,3.5,5,5,5.0,5,5,5.0,3.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0
130,carmen_nico,meta-llama/llama-4-scout,pets,rulebased,3,5,1,1,E4,Llama-4-Scout,E4_Llama-4-Scout_pets,2,3,2.5,5,5,5.0,5,5,5.0,5,4,4.5,3,3,3.0,4,3,3.5,2,5,3.5,5,4,4.5,5,5,5.0,3.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0
131,carmen_nico,meta-llama/llama-4-scout,pets,rulebased,3,1,3,0,E4,Llama-4-Scout,E4_Llama-4-Scout_pets,4,3,3.5,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,4,4.5,5,5,5.0,5,5,5.0,5,5,5.0,3.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,5.0
132,carmen_nico,meta-llama/llama-4-scout,pets,rulebased,4,1,2,2,E4,Llama-4-Scout,E4_Llama-4-Scout_pets,2,1,1.5,5,4,4.5,3,5,4.0,5,5,5.0,2,5,3.5,2,2,2.0,1,1,1.0,5,5,5.0,2,2,2.0,1.0,4.0,5.0,5.0,5.0,2.0,1.0,5.0,4.0
133,carmen_nico,qwen/qwen3-vl-8b-instruct,cifar10,rulebased,4,1,0,1,E4,Qwen3-VL-8B,E4_Qwen3-VL-8B_cifar10,5,4,4.5,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,4,4,4.0,5,1,3.0,1,3,2.0,1,1,1.0,4.0,5.0,5.0,5.0,5.0,4.0,1.0,3.0,5.0
134,carmen_nico,qwen/qwen3-vl-8b-instruct,cifar10,rulebased,4,5,2,3,E4,Qwen3-VL-8B,E4_Qwen3-VL-8B_cifar10,2,5,3.5,5,5,5.0,3,5,4.0,5,5,5.0,5,5,5.0,2,4,3.0,2,5,3.5,2,5,3.5,4,5,4.5,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0
135,carmen_nico,qwen/qwen3-vl-8b-instruct,cifar10,rulebased,2,5,1,1,E4,Qwen3-VL-8B,E4_Qwen3-VL-8B_cifar10,5,4,4.5,5,5,5.0,4,5,4.5,5,5,5.0,5,5,5.0,5,4,4.5,5,5,5.0,1,3,2.0,5,4,4.5,4.0,5.0,1.0,5.0,5.0,4.0,5.0,3.0,5.0
136,carmen_nico,qwen/qwen3-vl-8b-instruct,dtd,rulebased,4,5,1,3,E4,Qwen3-VL-8B,E4_Qwen3-VL-8B_dtd,2,4,3.0,3,3,3.0,5,5,5.0,3,5,4.0,3,4,3.5,2,3,2.5,1,3,2.0,5,5,5.0,3,5,4.0,2.0,5.0,1.0,5.0,5.0,3.0,2.0,5.0,5.0
137,carmen_nico,qwen/qwen3-vl-8b-instruct,dtd,rulebased,2,5,3,0,E4,Qwen3-VL-8B,E4_Qwen3-VL-8B_dtd,5,3,4.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,4,4,4.0,4,4,4.0,5,5,5.0,5,5,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0
138,carmen_nico,qwen/qwen3-vl-8b-instruct,dtd,rulebased,4,5,0,3,E4,Qwen3-VL-8B,E4_Qwen3-VL-8B_dtd,4,4,4.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,3,4,3.5,2,3,2.5,3,5,4.0,5,5,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0
139,carmen_nico,qwen/qwen3-vl-8b-instruct,flowers,rulebased,4,5,1,3,E4,Qwen3-VL-8B,E4_Qwen3-VL-8B_flowers,4,5,4.5,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,3,4,3.5,3,5,4.0,2,3,2.5,5,5,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0
140,carmen_nico,qwen/qwen3-vl-8b-instruct,flowers,rulebased,4,5,2,2,E4,Qwen3-VL-8B,E4_Qwen3-VL-8B_flowers,4,5,4.5,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,3,5,4.0,3,5,4.0,2,2,2.0,5,5,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,5.0
141,carmen_nico,qwen/qwen3-vl-8b-instruct,flowers,rulebased,2,1,1,1,E4,Qwen3-VL-8B,E4_Qwen3-VL-8B_flowers,4,4,4.0,5,5,5.0,2,5,3.5,5,5,5.0,2,5,3.5,2,5,3.5,2,5,3.5,3,5,4.0,4,5,4.5,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
142,carmen_nico,qwen/qwen3-vl-8b-instruct,pets,rulebased,3,5,3,1,E4,Qwen3-VL-8B,E4_Qwen3-VL-8B_pets,2,3,2.5,5,5,5.0,3,5,4.0,5,5,5.0,5,5,5.0,2,4,3.0,1,4,2.5,1,3,2.0,5,5,5.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0
143,carmen_nico,qwen/qwen3-vl-8b-instruct,pets,rulebased,3,1,0,1,E4,Qwen3-VL-8B,E4_Qwen3-VL-8B_pets,3,2,2.5,5,5,5.0,3,5,4.0,5,5,5.0,5,5,5.0,2,3,2.5,1,2,1.5,3,5,4.0,4,3,3.5,3.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0
144,carmen_nico,qwen/qwen3-vl-8b-instruct,pets,rulebased,4,5,2,1,E4,Qwen3-VL-8B,E4_Qwen3-VL-8B_pets,2,2,2.0,5,5,5.0,3,5,4.0,5,5,5.0,5,5,5.0,1,4,2.5,1,2,1.5,2,3,2.5,5,5,5.0,2.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,5.0
145,carmen_nico,google/gemini-2.5-flash,cifar10,axioms_ontology_v2,4,5,1,0,E5,Gemini-2.5-Flash,E5_Gemini-2.5-Flash_cifar10,1,2,1.5,5,4,4.5,1,5,3.0,5,4,4.5,5,5,5.0,1,1,1.0,1,4,2.5,5,2,3.5,5,2,3.5,2.0,4.0,1.0,4.0,5.0,3.0,2.0,2.0,2.0
146,carmen_nico,google/gemini-2.5-flash,cifar10,axioms_ontology_v2,3,5,2,1,E5,Gemini-2.5-Flash,E5_Gemini-2.5-Flash_cifar10,5,4,4.5,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,3,4.0,5,5,5.0,5,5,5.0,5,5,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0
147,carmen_nico,google/gemini-2.5-flash,cifar10,axioms_ontology_v2,4,1,2,3,E5,Gemini-2.5-Flash,E5_Gemini-2.5-Flash_cifar10,4,4,4.0,5,4,4.5,4,5,4.5,5,4,4.5,5,5,5.0,2,4,3.0,3,3,3.0,2,3,2.5,5,3,4.0,4.0,4.0,3.0,4.0,5.0,5.0,2.0,3.0,2.0
148,carmen_nico,google/gemini-2.5-flash,dtd,axioms_ontology_v2,2,1,0,1,E5,Gemini-2.5-Flash,E5_Gemini-2.5-Flash_dtd,4,2,3.0,5,4,4.5,3,4,3.5,2,3,2.5,1,1,1.0,1,3,2.0,2,1,1.5,2,2,2.0,2,1,1.5,2.0,4.0,5.0,3.0,2.0,3.0,1.0,1.0,1.0
149,carmen_nico,google/gemini-2.5-flash,dtd,axioms_ontology_v2,2,5,3,1,E5,Gemini-2.5-Flash,E5_Gemini-2.5-Flash_dtd,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,5,5,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,2.0,2.0
